"head"	"relation"	"tail"
"mondo.0006456"	"associated"	"uniprot.Q92560"
"mondo.0009046"	"symptom"	"hpo.0002023"
"mondo.0000914"	"symptom"	"hpo.0002619"
"drugbank.DB01175"	"SE"	"meddra.10009887"
"mondo.0014495"	"symptom"	"hpo.0002311"
"mondo.0019542"	"associated"	"uniprot.P05787"
"mondo.0016333"	"associated"	"uniprot.P45379"
"mondo.0018911"	"symptom"	"hpo.0001953"
"mondo.0009966"	"associated"	"uniprot.Q53EZ4"
"drugbank.DB00975"	"SE"	"meddra.10072760"
"mondo.0011380"	"symptom"	"hpo.0002317"
"mondo.0011975"	"symptom"	"hpo.0001539"
"mondo.0009823"	"associated"	"uniprot.P21549"
"mondo.0019149"	"symptom"	"hpo.0003124"
"drugbank.DB00718"	"SE"	"meddra.10006002"
"mondo.0008763"	"symptom"	"hpo.0001007"
"drugbank.DB01202"	"SE"	"meddra.10037576"
"mondo.0010632"	"associated"	"uniprot.O60741"
"mondo.0014701"	"symptom"	"hpo.0001387"
"drugbank.DB06218"	"target"	"uniprot.Q15858"
"mondo.0011959"	"symptom"	"hpo.0025452"
"drugbank.DB00285"	"SE"	"meddra.10020559"
"drugbank.DB00268"	"SE"	"meddra.10042604"
"mondo.0017979"	"symptom"	"hpo.0002725"
"mondo.0009891"	"symptom"	"hpo.0011974"
"drugbank.DB00480"	"SE"	"meddra.10018276"
"mondo.0010820"	"symptom"	"hpo.0000726"
"drugbank.DB00928"	"SE"	"meddra.10035759"
"mondo.0019433"	"associated"	"uniprot.P17706"
"mondo.0024517"	"associated"	"uniprot.P35240"
"mondo.0018059"	"associated"	"uniprot.P27918"
"drugbank.DB00843"	"SE"	"meddra.10014928"
"mondo.0008259"	"symptom"	"hpo.0002107"
"mondo.0018301"	"associated"	"uniprot.P02778"
"drugbank.DB00285"	"SE"	"meddra.10057320"
"drugbank.DB00934"	"target"	"uniprot.P28223"
"drugbank.DB00706"	"target"	"uniprot.P35348"
"mondo.0008310"	"symptom"	"hpo.0001653"
"mondo.0012664"	"associated"	"uniprot.Q96GW9"
"drugbank.DB01059"	"SE"	"meddra.10019493"
"mondo.0018874"	"associated"	"uniprot.P01116"
"mondo.0011273"	"symptom"	"hpo.0009125"
"mondo.0014002"	"symptom"	"hpo.0002133"
"mondo.0012199"	"associated"	"uniprot.P25067"
"drugbank.DB00273"	"SE"	"meddra.10012260"
"mondo.0017366"	"associated"	"uniprot.Q12866"
"mondo.0015280"	"associated"	"uniprot.Q9UQ13"
"mondo.0008723"	"symptom"	"hpo.0003552"
"mondo.0018166"	"associated"	"uniprot.P10145"
"mondo.0010161"	"symptom"	"hpo.0001942"
"mondo.0800438"	"associated"	"uniprot.Q9BZG8"
"drugbank.DB00310"	"target"	"uniprot.P55017"
"mondo.0011835"	"associated"	"uniprot.Q96RR1"
"mondo.0010108"	"associated"	"uniprot.O94804"
"drugbank.DB00408"	"target"	"uniprot.P35368"
"mondo.0011506"	"associated"	"uniprot.Q9Y4G8"
"drugbank.DB04845"	"target"	"uniprot.P68371"
"drugbank.DB06203"	"SE"	"meddra.10017469"
"mondo.0009711"	"symptom"	"hpo.0012416"
"mondo.0014094"	"symptom"	"hpo.0000846"
"drugbank.DB00186"	"target"	"uniprot.P28472"
"mondo.0013840"	"associated"	"uniprot.O75208"
"drugbank.DB00196"	"SE"	"meddra.10007636"
"drugbank.DB00537"	"SE"	"meddra.10036142"
"drugbank.DB00630"	"SE"	"meddra.10013836"
"drugbank.DB00715"	"SE"	"meddra.10033864"
"drugbank.DB08873"	"SE"	"meddra.10027175"
"mondo.0013560"	"symptom"	"hpo.0000225"
"drugbank.DB01149"	"SE"	"meddra.10046798"
"mondo.0002474"	"symptom"	"hpo.0002653"
"drugbank.DB00215"	"SE"	"meddra.10060544"
"mondo.0007496"	"symptom"	"hpo.0002317"
"drugbank.DB01175"	"SE"	"meddra.10039729"
"mondo.0019799"	"symptom"	"hpo.0001878"
"drugbank.DB00530"	"target"	"uniprot.P35916"
"drugbank.DB00530"	"target"	"uniprot.Q8NI60"
"drugbank.DB00268"	"SE"	"meddra.10060862"
"drugbank.DB00393"	"target"	"uniprot.Q06432"
"drugbank.DB00555"	"SE"	"meddra.10012260"
"mondo.0009021"	"associated"	"uniprot.O00571"
"mondo.0009109"	"symptom"	"hpo.0001433"
"drugbank.DB04946"	"target"	"uniprot.P14416"
"mondo.0019591"	"symptom"	"hpo.0000789"
"mondo.0012684"	"associated"	"uniprot.P14923"
"mondo.0100354"	"associated"	"uniprot.Q15746"
"mondo.0013806"	"symptom"	"hpo.0025127"
"drugbank.DB01268"	"target"	"uniprot.Q07912"
"drugbank.DB00285"	"SE"	"meddra.10018292"
"mondo.0005580"	"associated"	"uniprot.Q04721"
"mondo.0019266"	"symptom"	"hpo.0100774"
"mondo.0014018"	"associated"	"uniprot.O94830"
"mondo.0014574"	"symptom"	"hpo.0001820"
"drugbank.DB00230"	"SE"	"meddra.10033072"
"mondo.0011686"	"symptom"	"hpo.0002488"
"mondo.0009770"	"symptom"	"hpo.0002558"
"mondo.0015719"	"symptom"	"hpo.0012587"
"mondo.0011291"	"symptom"	"hpo.0000546"
"mondo.0014651"	"symptom"	"hpo.0008807"
"drugbank.DB00491"	"SE"	"meddra.10022863"
"mondo.0018612"	"associated"	"uniprot.P16473"
"drugbank.DB00273"	"SE"	"meddra.10039100"
"mondo.0010979"	"symptom"	"hpo.0001699"
"mondo.0018816"	"symptom"	"hpo.0001396"
"mondo.0010581"	"symptom"	"hpo.0003228"
"mondo.0008094"	"symptom"	"hpo.0002301"
"mondo.0011242"	"symptom"	"hpo.0001959"
"drugbank.DB00997"	"SE"	"meddra.10020971"
"mondo.0010626"	"symptom"	"hpo.0012418"
"mondo.0017810"	"symptom"	"hpo.0030834"
"drugbank.DB06626"	"target"	"uniprot.P07949"
"mondo.0010518"	"symptom"	"hpo.0001645"
"mondo.0015278"	"associated"	"uniprot.P01116"
"mondo.0007576"	"associated"	"uniprot.Q14790"
"drugbank.DB00537"	"SE"	"meddra.10043248"
"drugbank.DB00811"	"SE"	"meddra.10033546"
"drugbank.DB00582"	"SE"	"meddra.10038870"
"mondo.0012246"	"associated"	"uniprot.P13639"
"drugbank.DB00402"	"SE"	"meddra.10027313"
"mondo.0014778"	"associated"	"uniprot.P35711"
"mondo.0009153"	"symptom"	"hpo.0000541"
"drugbank.DB00715"	"SE"	"meddra.10020622"
"drugbank.DB00906"	"SE"	"meddra.10023348"
"mondo.0011244"	"symptom"	"hpo.0001385"
"mondo.0007568"	"associated"	"uniprot.P35749"
"mondo.0014712"	"symptom"	"hpo.0001395"
"mondo.0013628"	"associated"	"uniprot.Q9UHJ9"
"mondo.0009176"	"associated"	"uniprot.P13232"
"drugbank.DB00224"	"target"	"uniprot.P08684"
"mondo.0015011"	"associated"	"uniprot.Q96TA2"
"drugbank.DB00353"	"target"	"uniprot.P21728"
"drugbank.DB00679"	"target"	"uniprot.P28221"
"mondo.0019562"	"symptom"	"hpo.0100633"
"mondo.0012105"	"symptom"	"hpo.0000554"
"drugbank.DB01184"	"target"	"uniprot.Q12809"
"mondo.0014995"	"associated"	"uniprot.Q9P2P5"
"drugbank.DB00864"	"SE"	"meddra.10030302"
"mondo.0015247"	"symptom"	"hpo.0002664"
"drugbank.DB00317"	"target"	"uniprot.O15197"
"mondo.0014028"	"symptom"	"hpo.0001374"
"mondo.0020341"	"associated"	"uniprot.P84077"
"mondo.0014382"	"symptom"	"hpo.0100753"
"mondo.0012354"	"symptom"	"hpo.0031364"
"mondo.0007959"	"symptom"	"hpo.0002516"
"mondo.0018998"	"associated"	"uniprot.Q96RY7"
"mondo.0019354"	"associated"	"uniprot.P20849"
"mondo.0033613"	"associated"	"uniprot.Q14678"
"mondo.0014274"	"associated"	"uniprot.P02792"
"mondo.0012383"	"symptom"	"hpo.0005523"
"drugbank.DB06413"	"target"	"uniprot.P05177"
"mondo.0011579"	"symptom"	"hpo.0000618"
"drugbank.DB00285"	"SE"	"meddra.10020667"
"mondo.0013444"	"associated"	"uniprot.Q86SG6"
"mondo.0018874"	"associated"	"uniprot.P10415"
"mondo.0004691"	"associated"	"uniprot.O60885"
"mondo.0009627"	"symptom"	"hpo.0000100"
"mondo.0009890"	"associated"	"uniprot.Q9H6U8"
"drugbank.DB00370"	"SE"	"meddra.10020559"
"drugbank.DB04953"	"SE"	"meddra.10002948"
"mondo.0011403"	"associated"	"uniprot.Q9Y4J8"
"mondo.0010814"	"symptom"	"hpo.0000616"
"mondo.0008426"	"associated"	"uniprot.P12755"
"mondo.0009214"	"symptom"	"hpo.0001896"
"mondo.0007896"	"symptom"	"hpo.0100520"
"mondo.0011601"	"symptom"	"hpo.0001987"
"mondo.0017147"	"associated"	"uniprot.P57082"
"mondo.0004691"	"associated"	"uniprot.Q13563"
"mondo.0008221"	"associated"	"uniprot.P12955"
"mondo.0016063"	"symptom"	"hpo.0000717"
"drugbank.DB01050"	"SE"	"meddra.10062352"
"mondo.0009479"	"symptom"	"hpo.0000126"
"mondo.0009297"	"symptom"	"hpo.0000112"
"drugbank.DB00531"	"SE"	"meddra.10050335"
"drugbank.DB00751"	"target"	"uniprot.P08183"
"drugbank.DB00877"	"SE"	"meddra.10025310"
"mondo.0012186"	"symptom"	"hpo.0000980"
"drugbank.DB00458"	"target"	"uniprot.P20309"
"mondo.0016241"	"symptom"	"hpo.0001266"
"mondo.0007268"	"symptom"	"hpo.0011705"
"drugbank.DB00924"	"SE"	"meddra.10053198"
"mondo.0009254"	"symptom"	"hpo.0100578"
"mondo.0010859"	"symptom"	"hpo.0011705"
"mondo.0009623"	"symptom"	"hpo.0002878"
"drugbank.DB08873"	"SE"	"meddra.10034474"
"mondo.0009627"	"symptom"	"hpo.0000112"
"mondo.0011506"	"associated"	"uniprot.P01189"
"mondo.0010561"	"symptom"	"hpo.0100716"
"drugbank.DB00230"	"SE"	"meddra.10003662"
"drugbank.DB00006"	"SE"	"meddra.10003226"
"drugbank.DB01222"	"SE"	"meddra.10002553"
"drugbank.DB00555"	"SE"	"meddra.10033799"
"drugbank.DB00458"	"target"	"uniprot.P35462"
"mondo.0008434"	"symptom"	"hpo.0002155"
"drugbank.DB00906"	"SE"	"meddra.10007882"
"mondo.0007269"	"symptom"	"hpo.0001688"
"mondo.0014000"	"symptom"	"hpo.0004942"
"drugbank.DB01267"	"SE"	"meddra.10040975"
"drugbank.DB01267"	"target"	"uniprot.Q9H3N8"
"mondo.0010651"	"symptom"	"hpo.0000298"
"mondo.0008736"	"associated"	"uniprot.Q92968"
"mondo.0018305"	"symptom"	"hpo.0002575"
"mondo.0008692"	"symptom"	"hpo.0012804"
"mondo.0008278"	"symptom"	"hpo.0002573"
"drugbank.DB00399"	"SE"	"meddra.10020670"
"drugbank.DB05351"	"target"	"uniprot.P20648"
"drugbank.DB01175"	"SE"	"meddra.10036132"
"mondo.0011211"	"symptom"	"hpo.0011947"
"mondo.0006292"	"associated"	"uniprot.Q9ULZ3"
"mondo.0011305"	"associated"	"uniprot.Q9BUL8"
"mondo.0005388"	"associated"	"uniprot.P29459"
"drugbank.DB00770"	"target"	"uniprot.P43115"
"drugbank.DB04868"	"target"	"uniprot.P51813"
"drugbank.DB01050"	"SE"	"meddra.10021142"
"mondo.0014717"	"symptom"	"hpo.0011999"
"mondo.0008303"	"associated"	"uniprot.Q969F8"
"mondo.0013122"	"symptom"	"hpo.0007957"
"mondo.0018227"	"symptom"	"hpo.0002105"
"mondo.0016011"	"associated"	"uniprot.P42336"
"mondo.0010847"	"associated"	"uniprot.O95932"
"drugbank.DB00268"	"SE"	"meddra.10040639"
"mondo.0010386"	"symptom"	"hpo.0020102"
"drugbank.DB05294"	"target"	"uniprot.Q08345"
"mondo.0018177"	"associated"	"uniprot.Q05D60"
"mondo.0011308"	"symptom"	"hpo.0001396"
"drugbank.DB00783"	"SE"	"meddra.10050012"
"drugbank.DB00275"	"SE"	"meddra.10020907"
"mondo.0013491"	"symptom"	"hpo.0002312"
"mondo.0008487"	"associated"	"uniprot.P11511"
"drugbank.DB00343"	"SE"	"meddra.10018627"
"mondo.0010518"	"symptom"	"hpo.0000388"
"mondo.0015020"	"symptom"	"hpo.0011999"
"mondo.0011945"	"symptom"	"hpo.0000962"
"mondo.0015278"	"symptom"	"hpo.0006725"
"drugbank.DB00519"	"target"	"uniprot.P12821"
"drugbank.DB00909"	"SE"	"meddra.10018292"
"mondo.0014719"	"symptom"	"hpo.0001298"
"drugbank.DB00884"	"SE"	"meddra.10046851"
"mondo.0023122"	"associated"	"uniprot.Q03112"
"mondo.0010647"	"associated"	"uniprot.Q8IYF3"
"drugbank.DB00952"	"SE"	"meddra.10003662"
"mondo.0010820"	"symptom"	"hpo.0001300"
"drugbank.DB00215"	"SE"	"meddra.10018292"
"drugbank.DB00480"	"SE"	"meddra.10002918"
"mondo.0008670"	"symptom"	"hpo.0002475"
"mondo.0018938"	"symptom"	"hpo.0007957"
"drugbank.DB01275"	"SE"	"meddra.10015068"
"mondo.0010848"	"associated"	"uniprot.P54253"
"mondo.0014091"	"symptom"	"hpo.0001298"
"mondo.0008145"	"symptom"	"hpo.0002664"
"mondo.0013901"	"associated"	"uniprot.Q8IYM1"
"drugbank.DB01175"	"SE"	"meddra.10033132"
"drugbank.DB06213"	"SE"	"meddra.10003671"
"mondo.0008244"	"associated"	"uniprot.O43623"
"drugbank.DB00215"	"SE"	"meddra.10028606"
"drugbank.DB01268"	"target"	"uniprot.Q12852"
"drugbank.DB00679"	"target"	"uniprot.P25100"
"drugbank.DB08865"	"target"	"uniprot.P07332"
"mondo.0011299"	"symptom"	"hpo.0000746"
"drugbank.DB01166"	"target"	"uniprot.P11712"
"mondo.0010200"	"associated"	"uniprot.P46597"
"drugbank.DB01590"	"SE"	"meddra.10007882"
"drugbank.DB01136"	"target"	"uniprot.P25100"
"mondo.0012290"	"symptom"	"hpo.0000100"
"drugbank.DB00490"	"target"	"uniprot.P08908"
"mondo.0006292"	"associated"	"uniprot.P08581"
"drugbank.DB13867"	"target"	"uniprot.P06401"
"mondo.0009284"	"symptom"	"hpo.0001942"
"mondo.0018874"	"associated"	"uniprot.Q96KQ7"
"mondo.0009254"	"symptom"	"hpo.0001640"
"mondo.0010483"	"symptom"	"hpo.0003763"
"mondo.0008045"	"symptom"	"hpo.0001609"
"mondo.0016466"	"symptom"	"hpo.0031352"
"drugbank.DB00724"	"SE"	"meddra.10042604"
"drugbank.DB01236"	"target"	"uniprot.P47869"
"mondo.0013008"	"symptom"	"hpo.0000966"
"mondo.0018309"	"associated"	"uniprot.P17677"
"drugbank.DB14209"	"SE"	"meddra.10038378"
"drugbank.DB06626"	"target"	"uniprot.Q8NFD2"
"mondo.0015278"	"associated"	"uniprot.Q86YC2"
"drugbank.DB00973"	"SE"	"meddra.10008629"
"mondo.0020492"	"symptom"	"hpo.0001269"
"mondo.0010574"	"symptom"	"hpo.0100716"
"mondo.0009711"	"symptom"	"hpo.0001374"
"drugbank.DB01224"	"SE"	"meddra.10027162"
"mondo.0012986"	"symptom"	"hpo.0031258"
"drugbank.DB00997"	"target"	"uniprot.P33527"
"drugbank.DB04868"	"SE"	"meddra.10046593"
"mondo.0018089"	"symptom"	"hpo.0000961"
"mondo.0014149"	"symptom"	"hpo.0100309"
"mondo.0016364"	"associated"	"uniprot.Q8N960"
"mondo.0019004"	"associated"	"uniprot.Q5JTC6"
"drugbank.DB00715"	"SE"	"meddra.10036661"
"drugbank.DB06201"	"target"	"uniprot.Q01118"
"mondo.0010621"	"associated"	"uniprot.Q15738"
"mondo.0010392"	"associated"	"uniprot.P00558"
"drugbank.DB00715"	"target"	"uniprot.P11229"
"mondo.0014248"	"symptom"	"hpo.0008807"
"mondo.0013615"	"symptom"	"hpo.0001085"
"mondo.0011402"	"symptom"	"hpo.0001310"
"drugbank.DB00184"	"target"	"uniprot.Q15822"
"mondo.0011719"	"associated"	"uniprot.Q9BZE0"
"mondo.0013962"	"symptom"	"hpo.0002169"
"mondo.0009841"	"associated"	"uniprot.Q3V6T2"
"drugbank.DB00425"	"target"	"uniprot.P47870"
"mondo.0010914"	"symptom"	"hpo.0001987"
"mondo.0018906"	"associated"	"uniprot.Q92793"
"mondo.0023122"	"associated"	"uniprot.O14656"
"drugbank.DB00425"	"SE"	"meddra.10047001"
"mondo.0009050"	"associated"	"uniprot.O00170"
"drugbank.DB08873"	"SE"	"meddra.10043969"
"mondo.0009124"	"symptom"	"hpo.0002024"
"mondo.0008538"	"symptom"	"hpo.0002637"
"mondo.0054602"	"associated"	"uniprot.P43146"
"mondo.0009174"	"symptom"	"hpo.0003073"
"mondo.0008523"	"symptom"	"hpo.0200042"
"drugbank.DB00285"	"SE"	"meddra.10035759"
"drugbank.DB00555"	"SE"	"meddra.10029446"
"mondo.0012316"	"symptom"	"hpo.0200034"
"drugbank.DB00905"	"SE"	"meddra.10020112"
"mondo.0009723"	"symptom"	"hpo.0001266"
"mondo.0018271"	"associated"	"uniprot.Q01543"
"mondo.0013821"	"symptom"	"hpo.0000998"
"drugbank.DB00472"	"SE"	"meddra.10028521"
"drugbank.DB00349"	"target"	"uniprot.P47870"
"drugbank.DB01156"	"target"	"uniprot.Q01959"
"mondo.0008318"	"symptom"	"hpo.0001387"
"mondo.0011929"	"associated"	"uniprot.Q9HAZ2"
"mondo.0010537"	"symptom"	"hpo.0000823"
"mondo.0016581"	"associated"	"uniprot.O43435"
"mondo.0010752"	"symptom"	"hpo.0002575"
"drugbank.DB00268"	"SE"	"meddra.10029446"
"mondo.0007758"	"associated"	"uniprot.P35527"
"mondo.0012080"	"associated"	"uniprot.P04792"
"drugbank.DB00315"	"SE"	"meddra.10039729"
"drugbank.DB00799"	"SE"	"meddra.10000496"
"drugbank.DB01267"	"target"	"uniprot.P28335"
"mondo.0019609"	"symptom"	"hpo.0001622"
"drugbank.DB01037"	"SE"	"meddra.10027162"
"mondo.0008913"	"symptom"	"hpo.0000961"
"mondo.0013413"	"symptom"	"hpo.0000608"
"mondo.0007269"	"associated"	"uniprot.Q13315"
"mondo.0018116"	"associated"	"uniprot.Q14376"
"drugbank.DB05294"	"target"	"uniprot.Q9UQB9"
"drugbank.DB00248"	"SE"	"meddra.10038695"
"mondo.0018612"	"symptom"	"hpo.0000458"
"mondo.0013582"	"symptom"	"hpo.0001680"
"mondo.0007032"	"symptom"	"hpo.0002023"
"drugbank.DB00273"	"SE"	"meddra.10049195"
"drugbank.DB00537"	"SE"	"meddra.10052303"
"mondo.0014451"	"symptom"	"hpo.0000093"
"mondo.0013731"	"associated"	"uniprot.Q96KG7"
"drugbank.DB00811"	"SE"	"meddra.10033664"
"mondo.0100354"	"symptom"	"hpo.0001562"
"mondo.0018874"	"associated"	"uniprot.Q03164"
"drugbank.DB00909"	"SE"	"meddra.10049195"
"drugbank.DB01080"	"SE"	"meddra.10002942"
"mondo.0012251"	"associated"	"uniprot.P61966"
"mondo.0019618"	"symptom"	"hpo.0000141"
"drugbank.DB00909"	"SE"	"meddra.10016060"
"drugbank.DB00224"	"SE"	"meddra.10016750"
"drugbank.DB01268"	"target"	"uniprot.P07332"
"mondo.0007187"	"associated"	"uniprot.Q13635"
"drugbank.DB00619"	"SE"	"meddra.10002241"
"drugbank.DB00962"	"target"	"uniprot.P28472"
"mondo.0005388"	"associated"	"uniprot.P32302"
"mondo.0009458"	"symptom"	"hpo.0002381"
"mondo.0012104"	"associated"	"uniprot.Q03252"
"mondo.0020735"	"associated"	"uniprot.Q96C12"
"mondo.0014932"	"symptom"	"hpo.0000126"
"mondo.0014640"	"symptom"	"hpo.0000734"
"mondo.0009867"	"symptom"	"hpo.0001698"
"mondo.0100164"	"associated"	"uniprot.P35557"
"mondo.0008599"	"associated"	"uniprot.P55008"
"mondo.0017979"	"associated"	"uniprot.P48023"
"drugbank.DB00398"	"target"	"uniprot.P28223"
"mondo.0009318"	"symptom"	"hpo.0000752"
"drugbank.DB04868"	"SE"	"meddra.10021059"
"mondo.0002546"	"associated"	"uniprot.O75530"
"drugbank.DB01224"	"SE"	"meddra.10018276"
"mondo.0007959"	"associated"	"uniprot.P06703"
"mondo.0019391"	"associated"	"uniprot.Q00597"
"drugbank.DB01050"	"target"	"uniprot.P42330"
"mondo.0011583"	"symptom"	"hpo.0000726"
"mondo.0011075"	"associated"	"uniprot.O43395"
"drugbank.DB00962"	"SE"	"meddra.10038848"
"mondo.0020437"	"symptom"	"hpo.0011705"
"drugbank.DB01137"	"SE"	"meddra.10002969"
"mondo.0007739"	"associated"	"uniprot.O00519"
"drugbank.DB00918"	"SE"	"meddra.10023891"
"drugbank.DB01175"	"SE"	"meddra.10028606"
"drugbank.DB00465"	"target"	"uniprot.P23219"
"drugbank.DB01267"	"target"	"uniprot.P18825"
"drugbank.DB05294"	"target"	"uniprot.Q8IVH8"
"mondo.0014858"	"symptom"	"hpo.0000752"
"drugbank.DB00531"	"SE"	"meddra.10042062"
"mondo.0060555"	"associated"	"uniprot.P46952"
"mondo.0016296"	"associated"	"uniprot.O14974"
"drugbank.DB01590"	"SE"	"meddra.10022992"
"mondo.0009904"	"symptom"	"hpo.0001970"
"mondo.0008721"	"symptom"	"hpo.0001942"
"mondo.0008383"	"associated"	"uniprot.P14784"
"mondo.0017264"	"symptom"	"hpo.0000135"
"mondo.0023122"	"associated"	"uniprot.Q9UBB5"
"drugbank.DB00248"	"target"	"uniprot.P18825"
"mondo.0005580"	"associated"	"uniprot.P04637"
"mondo.0014158"	"symptom"	"hpo.0001650"
"mondo.0017380"	"symptom"	"hpo.0002326"
"mondo.0014629"	"symptom"	"hpo.0040223"
"mondo.0005683"	"symptom"	"hpo.0000031"
"mondo.0019004"	"associated"	"uniprot.P51587"
"mondo.0015583"	"symptom"	"hpo.0000135"
"mondo.0018309"	"symptom"	"hpo.0005214"
"mondo.0001187"	"associated"	"uniprot.P01563"
"drugbank.DB00755"	"SE"	"meddra.10021665"
"drugbank.DB06616"	"target"	"uniprot.Q9C098"
"mondo.0012256"	"symptom"	"hpo.0002317"
"mondo.0005711"	"associated"	"uniprot.P29279"
"drugbank.DB00381"	"target"	"uniprot.P35368"
"mondo.0011834"	"associated"	"uniprot.O00458"
"mondo.0010292"	"symptom"	"hpo.0001638"
"mondo.0004976"	"associated"	"uniprot.P43243"
"mondo.0024522"	"symptom"	"hpo.0000973"
"drugbank.DB00531"	"SE"	"meddra.10047446"
"drugbank.DB00982"	"target"	"uniprot.P10826"
"mondo.0010193"	"symptom"	"hpo.0001350"
"mondo.0008815"	"symptom"	"hpo.0001987"
"mondo.0009563"	"symptom"	"hpo.0001259"
"mondo.0014310"	"symptom"	"hpo.0000966"
"mondo.0018940"	"symptom"	"hpo.0001618"
"mondo.0018770"	"associated"	"uniprot.Q7Z4L5"
"mondo.0011719"	"associated"	"uniprot.Q4AC94"
"drugbank.DB00619"	"SE"	"meddra.10020943"
"drugbank.DB00962"	"SE"	"meddra.10020559"
"drugbank.DB00877"	"target"	"uniprot.Q00688"
"drugbank.DB00252"	"SE"	"meddra.10036142"
"mondo.0010026"	"symptom"	"hpo.0001952"
"mondo.0013992"	"symptom"	"hpo.0000823"
"drugbank.DB01149"	"SE"	"meddra.10003671"
"drugbank.DB01234"	"target"	"uniprot.P04150"
"drugbank.DB00230"	"SE"	"meddra.10021665"
"mondo.0014309"	"associated"	"uniprot.Q96LK0"
"mondo.0014654"	"associated"	"uniprot.Q99715"
"drugbank.DB01080"	"SE"	"meddra.10000496"
"mondo.0010788"	"associated"	"uniprot.Q16518"
"drugbank.DB01062"	"SE"	"meddra.10016750"
"mondo.0054835"	"symptom"	"hpo.0100660"
"mondo.0017810"	"symptom"	"hpo.0031368"
"mondo.0016830"	"associated"	"uniprot.Q9BTV4"
"drugbank.DB01184"	"target"	"uniprot.P28223"
"mondo.0005197"	"symptom"	"hpo.0001701"
"mondo.0015263"	"associated"	"uniprot.Q9NY72"
"mondo.0010664"	"symptom"	"hpo.0000029"
"drugbank.DB00136"	"target"	"uniprot.O15528"
"drugbank.DB00619"	"target"	"uniprot.P12931"
"drugbank.DB00564"	"target"	"uniprot.Q14524"
"mondo.0014831"	"symptom"	"hpo.0001562"
"mondo.0014858"	"associated"	"uniprot.P31629"
"mondo.0100280"	"symptom"	"hpo.0010741"
"mondo.0060624"	"symptom"	"hpo.0001385"
"mondo.0010461"	"symptom"	"hpo.0001636"
"mondo.0011053"	"symptom"	"hpo.0002307"
"drugbank.DB00337"	"target"	"uniprot.P48454"
"drugbank.DB00633"	"SE"	"meddra.10002241"
"drugbank.DB01149"	"SE"	"meddra.10020558"
"drugbank.DB00582"	"SE"	"meddra.10008629"
"drugbank.DB00619"	"target"	"uniprot.P42684"
"mondo.0019433"	"associated"	"uniprot.P14784"
"mondo.0007269"	"associated"	"uniprot.P01160"
"drugbank.DB01268"	"target"	"uniprot.P33981"
"mondo.0018961"	"associated"	"uniprot.Q92560"
"mondo.0014628"	"symptom"	"hpo.0002354"
"mondo.0005136"	"associated"	"uniprot.Q9NSE2"
"mondo.0005711"	"associated"	"uniprot.P08069"
"mondo.0014757"	"symptom"	"hpo.0001004"
"mondo.0011537"	"associated"	"uniprot.Q14CZ8"
"mondo.0013827"	"symptom"	"hpo.0002036"
"drugbank.DB00481"	"target"	"uniprot.P41595"
"mondo.0044646"	"symptom"	"hpo.0002445"
"drugbank.DB05294"	"target"	"uniprot.Q9UK32"
"drugbank.DB00399"	"SE"	"meddra.10043380"
"mondo.0800026"	"associated"	"uniprot.P14138"
"mondo.0000179"	"associated"	"uniprot.Q9Y617"
"mondo.0008585"	"symptom"	"hpo.0000093"
"mondo.0010060"	"symptom"	"hpo.0000602"
"mondo.0008223"	"associated"	"uniprot.P50993"
"mondo.0014324"	"associated"	"uniprot.P02538"
"mondo.0005580"	"associated"	"uniprot.Q06323"
"mondo.0001187"	"associated"	"uniprot.A6NCI4"
"mondo.0006639"	"associated"	"uniprot.Q9ULT6"
"drugbank.DB13139"	"SE"	"meddra.10027417"
"drugbank.DB00734"	"target"	"uniprot.P34969"
"mondo.0018874"	"associated"	"uniprot.P16070"
"drugbank.DB00390"	"target"	"uniprot.P13637"
"mondo.0011652"	"symptom"	"hpo.0000717"
"drugbank.DB01242"	"SE"	"meddra.10026749"
"drugbank.DB00317"	"target"	"uniprot.P07948"
"mondo.0007864"	"symptom"	"hpo.0001028"
"drugbank.DB00884"	"target"	"uniprot.P14324"
"mondo.0011756"	"associated"	"uniprot.O75161"
"mondo.0008457"	"associated"	"uniprot.Q502W6"
"mondo.0007105"	"symptom"	"hpo.0001300"
"drugbank.DB00996"	"SE"	"meddra.10054364"
"mondo.0008842"	"symptom"	"hpo.0000726"
"drugbank.DB00755"	"SE"	"meddra.10021113"
"mondo.0011838"	"associated"	"uniprot.P12271"
"drugbank.DB01242"	"SE"	"meddra.10028521"
"mondo.0012277"	"symptom"	"hpo.0001638"
"mondo.0009889"	"associated"	"uniprot.P12931"
"drugbank.DB00184"	"target"	"uniprot.Q9UK17"
"drugbank.DB01236"	"target"	"uniprot.P14867"
"drugbank.DB01268"	"target"	"uniprot.Q9NRM7"
"drugbank.DB08865"	"target"	"uniprot.Q12852"
"mondo.0008763"	"symptom"	"hpo.0002098"
"mondo.0011629"	"symptom"	"hpo.0001433"
"mondo.0009478"	"symptom"	"hpo.0001047"
"drugbank.DB00398"	"SE"	"meddra.10073071"
"mondo.0018968"	"associated"	"uniprot.P23921"
"mondo.0009251"	"symptom"	"hpo.0002098"
"mondo.0015452"	"associated"	"uniprot.P51532"
"drugbank.DB00982"	"SE"	"meddra.10037032"
"drugbank.DB00285"	"SE"	"meddra.10025280"
"mondo.0010936"	"symptom"	"hpo.0002300"
"drugbank.DB00804"	"SE"	"meddra.10013916"
